प्रसिद्ध,Famous
शर्मिंदगी,Embarrassment
नेपोलियन,Napoleon
रिश्तेदारों,Relatives
कब्रिस्तान,Cemetery
स्नो,Snow
खोपड़ी,Skull
बेड़ी,Cloak
जीरो,Zero
सोचकर,Thinking
वाणी,Voice
आदर्शों,Ideals
अकल्पनीय,Unimaginable
धर्मों,Religions
गर्भपात,Abortion
Skullduggery,Skullduggery
बयाना,Earn money
muddled,muddled
गिनी,Guinea
लिंक,Link
Tropi,Tropi
झाड़ू,broom
पारदर्शी,Transparent
रेंबो,Ranbo
Murdock,Murdock
मंथन,Brainstorm
turgid,turgid
रखें,Keep it
बैरल,Barrel
टेड,Ted
Mikels,Mikels
कासा,Kasa
GHOSTHOUSE,GHOSTHOUSE
Hasselhoff,Hasselhoff
शैंपेन,Champagne
oversexed,oversexed
भुना,Roast
excruciatingly,excruciatingly
बैठा,Sitting
ग्राहकों,The customers
नहींं,No
मेडलिन,Madeline
Caulfield,Caulfield
चश्मे,Glasses
सिड,Sid
वकीलों,Lawyers
इंटरव्यू,Interview
0/10,0/10
वाक्यांश,The phrase
प्रतिरूपण,Cloning
पड़ती,Fall
उपलब्धियों,Achievements
हमारा,our
चंद्रमा,Moon
मिट्टी,soil
porno,porno
ताली,Clap
रिमोट,Remote
कंट्रोल,The control
अंजाम,The execution
पुनर्नवीनीकरण,Recycling
D,D
गोदाम,Godown
चिल्लाया,Screamed
कृत्य,Act
कुबड़ा,Humpbacked
स्टेसी,Stacey
अंतरतम,Ultimately
Betsy,Betsy
कूड़ेदान,trash box
जेब,Pocket
उपसंस्कृति,Subculture
वेलिंगटन,Wellington
रिवर्स,Reverse
प्रयोगों,Experiments
सतर्क,Alert
इफेक्ट,Effect
म्यूटेंट,Mutants
रॉयल्टी,Royalty
Pallbearer,Pallbearer
Schwimmer,Schwimmer
Zeitgeist,Zeitgeist
फिल्म..,film..
हिक्स,Hicks
कट्टरपंथ,Fundamentalists
विरोधाभास,Paradox
मैगनोलिया,Magnolia
कृपालु,Condescending
Yadda,Yadda
sodding,sodding
असेंबल,Montage
विसंगत,Incompatible
प्रियदर्शन,Priyadarshan
जयजयकार,shout for joy
असुविधाजनक,Inconvenient
फाइबर,Fiber
प्रोम,Prom
लॉकर,Locker
ऊ,U
घोर,Terrible
बहकाया,Seduced
Lorenz,Lorenz
dr.,dr.
टकसाली,Stereotype
निभा,Play
डोना,Donna
बदलता,Varies
चाहिए..,needed..
टहलने,Stroll
Quentin,Quentin
शेल्फ,Shelf
बाल्डविन,Baldwin
moralistic,moralistic
बनो,Be it
कीनू,Tangerine
बोरियत,Boredom
horrendously,horrendously
Schaech,Schaech
चूमा,Kissed
जहाज़,The ship
Godzilla,Godzilla
श,Sh
रेंजरों,Rangers
1/3,1/3
फिल्टर,Filter
घोषित,Declared
स्तब्ध,Stunned
उंमीदें,Ummeden
इरविन,Irvine
मगरमच्छ,crocodile
4/10,4/10
हिंदी,Hindi
पीसने,Grinding
minions,minions
छुरा,Stabbing
ड्रेकुला,Dracula
werewolves,werewolves
थपकी,Slap
Beavis,Beavis
थंडरबर्ड,Thunderbird
थंडरबर्ड्स,Thunderbirds
संसाधनों,Resources
उड़,The fly
पेनेलोप,Penelope
निकायों,Bodies
गरबो,Garbo
भूकंप,Earthquake
Artemesia,Artemesia
घोटाले,Scandal
भूखे,Hungry
पेंट,paint
प्रचुर,Abundant
"२००,०००","""200,000"""
Seagal,Seagal
पिछवाड़े,Backyard
2/10,2/10
नाबालिगों,Minors
बड,Bud
किसके,Whose
सूर्यास्त,the sunset
व्याख्यान,Lecture
सहगल,Seagull
Carlito,Carlito
http,http
पंचलाइन,Punch line
हैंडलिंग,Handling
चिल्लाना,Shout
अमानवीय,Inhuman
डिस्काउंट,Discount
बिन,The bin
परिवेश,Surroundings
माबेल,Mabel
बाघ,Tiger
रुपये,Rupees
डाले,Cast
छद्म,Pseudo
विक्रेताओं,Sellers
मान्छु,Manchu
पैशाचिक,Diabolical
सेलर्स,Sellers
तोड़फोड़,Subversion
कष्टदाई,Excruciation
Kwouk,Kwouk
Cato,Cato
अंगों,Limbs
भयानकता,Horror
SyFy,SyFy
अशुद्ध,Impure
सांराज्य,The state
कौड़ी,Cowrie
बृहस्पति,Jupiter
लेवी,Levi
pointlessly,pointlessly
फैसले,Judgment
नकद,Cash
वर्ड,Word
बहरा,Deaf
मरोड़ते,Jerking
हॉकी,Hockey
उपक्रम,Enterprise
यंग,Young
चिंताओं,Worries
विग,Wig
सिगरेट,cigarette
रीव्स,Reeves
सौतेले,Stepfather
स्वामित्व,Ownership
फायदा,profit
असफलता,Failure
शॉ,Shaw
कुर्सियों,Chairs
जगाना,Awake
जिप्सी,Gypsy
मनमाने,Arbitrarily
बैरी,Barry
Scarecrows,Scarecrows
चाप,Arc
असामान्य,Unusual
शैक्षिक,Academic
लचर,Poor
कोहेन,Cohen
hackneyed,hackneyed
स्काई,Sky
Ribisi,Ribisi
हीरोइन,Heroine
प्रेत,Phantom
बाँधना,Pairing
धूल,Dust
हैकमैन,Hackman
३०००,3000
बार्नी,Barney
छिड़का,Sprinkled
turd,turd
व्हेल,Whale
अनुष्ठान,Ritual
अलमारी,cupboard
l,l
पेय,Drink
बेजान,Lifeless
बिरादरी,The community
चूसने,Sucking
TVM,TVM
ऑरवेल,Orwell
Lugosi,Lugosi
मिस्र,Egypt
TMNT,TMNT
कछुए,Tortoise
फ्लैप,Flap
ध्वनियों,Sounds
पत्रकारों,Journalists
पिंटर,Pinter
Puzo,Puzo
मताधिकार,Franchise
Englund,Englund
अर्नोल्ड,Arnold
वीरता,Valor
गोशा,Gosa
टाकीची,Tankie
पहुंचे,Arrived
मेल्टन,Melton
पैट,Pat
बेहूदा,Unconscious
मंजिला,Manjila
त्रुटि,Error
उठ,Get up
सिंगर,Singer
सुपरहीरो,Superhero
व्यवहार्य,Viable
कुरूपता,Ugliness
मेसन,Mason
nauseating,nauseating
Barrymore,Barrymore
risible,risible
Appleby,Appleby
cartoonish,cartoonish
रिंग,Ring
हीरे,Diamond
Yvonne,Yvonne
कार्लो,Carlo
Munsters,Munsters
hammy,hammy
Munster,Munster
हीथ,Heath
मिक,Mick
जैगर,Jaeger
Benny,Benny
सरणे,To turn
सूचना,information
टैगलाइन,Tagline
वेल्च,Welch
Myra,Myra
रेक्स,Rex
बर्नर,Burner
ठिकाने,The place
छाती,Chest
मनोरोगी,Psychopath
मैडी,Madi
आंतों,Intestines
नित्य,Continual
बेक्ड,Baked
है-क्यों,Is why
बिता,To spend
मार्टी,Marty
पूर्वज,Ancestor
ग्रामीणों,The villagers
बोरेल,Borel
मतवाला,Drunk
डब्ल्यूडब्ल्यूएफ,WWF
विकलांग,Disabled
shoved,shoved
गोबर,cow-dung
अंश,Part
पॉइंट,Point
ब्रिटनी,Brittany
उम,Um
बौना,Dwarf
वॉल्ट,Vault
आंधी,storm
डालना,Pouring
तून,Toon
शर्ली,Shirley
निष्ठा,Loyalty
फर्जी,fake
थका,Tired
Medeiros,Medeiros
wimpy,wimpy
sophomoric,sophomoric
Elli,Elli
az,az
बोरिस,Boris
Karloff,Karloff
गोज़,Goose
एनआईसी,NIC
B5,B5
Louque,Louque
Mabuse,Mabuse
Greyson,Greyson
zombification,zombification
शून्य,Zero
Norris,Norris
मिया,Mia
Lucci,Lucci
मोहिनी,Mohini
निपटान,Settlement
बेंटले,Bentley
एकड़,Acre
ट्रेवर,Trevor
कसा,How
साढे,Flat
हेल्सिंग,Helsing
फिरौन,Pharaoh
पड़ी,Lying
उतार,Take off
Egyptologist,Egyptologist
चहुंमुखी,All-round
वुड,Wood
लीजेंड,Legend
दैत्य,The monster
Freya,Freya
नॅपकीन,Napkin
निखिल,Nikhil
आडवाणी,Advani
परिचितों,Acquaintances
खाद्य,Food
लोरी,Lori
Lillith,Lillith
बलि,Sacrifice
Netflix,Netflix
Keyes,Keyes
Neff,Neff
Phyllis,Phyllis
मनहूस,the wretched
Gettaway,Gettaway
Bassenger,Bassenger
लांस,Lance
सहेजें,Save
कायरता,Cowardice
बास,Bass
Jed,Jed
हरिण,Deer
मल,Feces
बचाओ,Help
कैथोलिक,The Catholic
काश्तकारों,Tenants
अल्फा,Alpha
गीशा,Geisha
बेचैन,restless
गलतियां,The mistakes
Pasolini,Pasolini
निष्पक्षता,Impartiality
घोंटना,Throttle
UPA,UPA
डैश,Dash
रेंट,Rent
Maddin,Maddin
अमीन,Amin
युगांडा,Uganda
द्वार,Door
Pufnstuf,Pufnstuf
McDonalds,McDonalds
लोकप्रियता,Popularity
एनालॉग,Analog
पॉलक,Paulak
थीमाधारित,Themed
पाश्चर,Pasteur
है-इस,Is-this
Alexa,Alexa
कोड़ी,Cody
पेचेक,Paycheck
शांतिवादी,Pacifist
ग्लैमर,Glamor
६५,65
L.L,L.L
बीज,seed
पैकेट,a packet
रामू,Ramu
शोले,cinder
तितो,Toto
Simonetta,Simonetta
काहिरा,Cairo
Se7en,Se7en
Beurk,Beurk
अंधकारमय,Dark
Wendigo,Wendigo
Yanos,Yanos
बंगाल,Bengal
JCC,JCC
हर्बी,Herbie
लोहान,Lohan
humma,humma
प्रेस्टन,Preston
बर्कली,Berkeley
ग्राम,gram
Kaufman,Kaufman
Matlin,Matlin
तब्बू,Tabu
फिफी,Fifi
Lumiere,Lumiere
sabretooth,sabretooth
बाघों,Tigers
इंसानों,Humans
Dower,Dower
Wayans,Wayans
मुजरिमों,Mujrimans
मंद,Slow
Uwe,Uwe
टिण्डा,Tin
कारा,Kara
भोली,Naive
Proog,Proog
हरमन,Harman
Bret,Bret
कैरयर,Carrier
Visiteurs,Visiteurs
जेनोवा,Jenova
Kornbluth,Kornbluth
Forster,Forster
अवा,Ava
गगने,Gagan
Stroup,Stroup
Harlow,Harlow
yadda,yadda
छिपकली,Lizard
Femme,Femme
निकिता,Nikita
VAMPYRES,VAMPYRES
Larraz,Larraz
Sy,Sy
Firode,Firode
सर्बियाई,Serbian
